timestamp,hour,day_of_week,event_type,severity
2025-04-04 23:00:00,23,4,Fire,High
2025-05-27 23:00:00,23,1,Weather,Low
2025-10-07 15:00:00,15,1,Weather,Low
2025-09-27 17:00:00,17,5,Traffic,Low
2025-08-31 07:00:00,7,6,Traffic,Low
2025-06-04 03:00:00,3,2,Weather,High
2025-09-26 14:00:00,14,4,Weather,Critical
2025-05-24 17:00:00,17,5,Weather,Low
2025-03-26 20:00:00,20,2,Protest,Low
2025-04-22 22:00:00,22,1,Accident,Medium
2025-05-06 07:00:00,7,1,Weather,Low
2025-12-12 22:00:00,22,4,Protest,High
2025-11-23 03:00:00,3,6,Accident,High
2025-10-14 01:00:00,1,1,Weather,Low
2025-06-20 07:00:00,7,4,Weather,High
2025-02-04 18:00:00,18,1,Weather,Low
2025-10-28 00:00:00,0,1,Protest,High
2025-12-30 12:00:00,12,1,Weather,Low
2025-06-06 09:00:00,9,4,Fire,Medium
2025-05-09 16:00:00,16,4,Weather,Low
2025-05-18 16:00:00,16,6,Weather,Low
2025-01-15 16:00:00,16,2,Fire,High
2025-05-20 14:00:00,14,1,Fire,Medium
2025-10-11 00:00:00,0,5,Fire,Medium
2025-06-26 20:00:00,20,3,Traffic,High
2025-10-22 16:00:00,16,2,Fire,Medium
2025-11-13 03:00:00,3,3,Weather,Low
2025-07-11 14:00:00,14,4,Weather,Critical
2025-12-10 00:00:00,0,2,Protest,Critical
2025-03-04 08:00:00,8,1,Accident,Medium
2025-07-25 15:00:00,15,4,Fire,Critical
2025-11-25 23:00:00,23,1,Weather,Low
2025-09-14 00:00:00,0,6,Weather,High
2025-02-16 02:00:00,2,6,Weather,Low
2025-12-14 08:00:00,8,6,Protest,Low
2025-01-06 11:00:00,11,0,Weather,Low
2025-07-22 23:00:00,23,1,Accident,Medium
2025-09-02 17:00:00,17,1,Accident,Low
2025-04-11 03:00:00,3,4,Fire,Medium
2025-10-20 12:00:00,12,0,Weather,Low
2025-05-28 12:00:00,12,2,Traffic,High
2025-01-15 03:00:00,3,2,Accident,Medium
2025-03-05 04:00:00,4,2,Weather,Low
2025-02-10 22:00:00,22,0,Accident,Low
2025-05-14 21:00:00,21,2,Accident,Low
2025-08-13 01:00:00,1,2,Fire,Low
2025-04-24 01:00:00,1,3,Protest,Low
2025-05-20 06:00:00,6,1,Weather,Low
2025-04-13 00:00:00,0,6,Accident,Low
2025-07-04 09:00:00,9,4,Protest,Low
2025-04-11 19:00:00,19,4,Fire,Low
2025-05-18 14:00:00,14,6,Fire,High
2025-11-14 21:00:00,21,4,Fire,Critical
2025-11-20 06:00:00,6,3,Fire,High
2025-06-26 16:00:00,16,3,Weather,Medium
2025-02-28 10:00:00,10,4,Protest,Critical
2025-06-16 23:00:00,23,0,Fire,Medium
2025-03-18 23:00:00,23,1,Traffic,Low
2025-04-27 02:00:00,2,6,Fire,Critical
2025-05-09 07:00:00,7,4,Traffic,Medium
2025-05-06 15:00:00,15,1,Traffic,Low
2025-07-16 11:00:00,11,2,Traffic,Low
2025-11-21 23:00:00,23,4,Fire,Medium
2025-12-16 03:00:00,3,1,Protest,Low
2025-05-04 00:00:00,0,6,Accident,Critical
2025-03-07 02:00:00,2,4,Protest,Medium
2025-10-02 19:00:00,19,3,Accident,Medium
2025-11-26 14:00:00,14,2,Fire,Medium
2025-07-08 02:00:00,2,1,Protest,Critical
2025-05-18 02:00:00,2,6,Accident,High
2025-09-30 01:00:00,1,1,Traffic,Low
2025-03-22 03:00:00,3,5,Protest,Medium
2025-08-19 21:00:00,21,1,Fire,Critical
2025-07-01 00:00:00,0,1,Accident,Low
2025-10-10 02:00:00,2,4,Weather,Low
2025-08-07 17:00:00,17,3,Fire,Low
2025-09-12 04:00:00,4,4,Weather,High
2025-12-24 15:00:00,15,2,Weather,Low
2025-03-25 12:00:00,12,1,Weather,Low
2025-01-31 14:00:00,14,4,Protest,Low
2025-10-12 19:00:00,19,6,Weather,Low
2025-03-15 18:00:00,18,5,Traffic,Medium
2025-10-24 06:00:00,6,4,Traffic,Medium
2025-10-18 17:00:00,17,5,Traffic,High
2025-09-13 12:00:00,12,5,Fire,Low
2025-06-09 05:00:00,5,0,Weather,Medium
2025-10-17 17:00:00,17,4,Fire,High
2025-02-12 20:00:00,20,2,Traffic,Medium
2025-07-30 11:00:00,11,2,Weather,Critical
2025-02-03 20:00:00,20,0,Fire,Critical
2025-03-23 22:00:00,22,6,Protest,Medium
2025-07-08 22:00:00,22,1,Accident,Medium
2025-12-08 01:00:00,1,0,Weather,Low
2025-04-12 11:00:00,11,5,Weather,Low
2025-06-07 01:00:00,1,5,Accident,High
2025-10-05 05:00:00,5,6,Protest,Critical
2025-05-01 19:00:00,19,3,Fire,High
2025-02-24 07:00:00,7,0,Fire,Low
2025-12-25 01:00:00,1,3,Fire,High
2025-01-12 07:00:00,7,6,Accident,High
2026-01-01 20:00:00,20,3,Protest,High
2025-08-14 02:00:00,2,3,Protest,Low
2025-02-27 22:00:00,22,3,Protest,High
2025-12-16 12:00:00,12,1,Protest,High
2025-03-01 04:00:00,4,5,Traffic,Medium
2025-03-15 01:00:00,1,5,Weather,Low
2025-08-15 23:00:00,23,4,Traffic,Low
2025-06-18 00:00:00,0,2,Fire,High
2025-03-24 23:00:00,23,0,Weather,Low
2025-10-30 00:00:00,0,3,Accident,Medium
2025-06-23 08:00:00,8,0,Weather,Low
2025-05-27 21:00:00,21,1,Protest,Critical
2025-09-10 04:00:00,4,2,Weather,High
2025-11-07 03:00:00,3,4,Traffic,Low
2025-10-23 13:00:00,13,3,Accident,Medium
2025-05-13 23:00:00,23,1,Weather,Low
2025-02-04 06:00:00,6,1,Accident,High
2025-04-30 19:00:00,19,2,Traffic,Critical
2025-01-14 13:00:00,13,1,Fire,Low
2025-01-17 06:00:00,6,4,Fire,Critical
2025-08-28 02:00:00,2,3,Traffic,Medium
2025-12-20 08:00:00,8,5,Protest,Medium
2025-05-09 05:00:00,5,4,Fire,Low
2025-04-22 19:00:00,19,1,Accident,Medium
2025-10-01 09:00:00,9,2,Traffic,High
2025-05-12 22:00:00,22,0,Traffic,Medium
2025-04-08 05:00:00,5,1,Fire,Medium
2025-03-10 08:00:00,8,0,Weather,Low
2025-03-09 13:00:00,13,6,Weather,Low
2025-11-10 20:00:00,20,0,Fire,Critical
2025-04-30 18:00:00,18,2,Fire,Critical
2025-10-06 21:00:00,21,0,Protest,Medium
2025-09-13 05:00:00,5,5,Weather,Critical
2025-09-20 13:00:00,13,5,Fire,High
2025-03-26 15:00:00,15,2,Weather,Low
2025-04-17 15:00:00,15,3,Accident,High
2025-01-01 06:00:00,6,2,Traffic,Low
2025-02-03 10:00:00,10,0,Traffic,Critical
2025-08-27 16:00:00,16,2,Fire,Critical
2025-03-31 22:00:00,22,0,Traffic,Medium
2025-04-08 00:00:00,0,1,Accident,High
2025-06-18 11:00:00,11,2,Fire,High
2025-01-13 11:00:00,11,0,Traffic,Medium
2025-09-22 20:00:00,20,0,Accident,Medium
2025-09-28 04:00:00,4,6,Traffic,Low
2025-05-30 23:00:00,23,4,Weather,Low
2025-11-28 01:00:00,1,4,Fire,High
2025-05-09 22:00:00,22,4,Accident,High
2025-06-17 09:00:00,9,1,Protest,Medium
2025-07-20 09:00:00,9,6,Accident,High
2025-07-25 12:00:00,12,4,Fire,High
2025-05-09 03:00:00,3,4,Protest,Medium
2025-05-30 08:00:00,8,4,Traffic,Critical
2025-04-14 19:00:00,19,0,Traffic,Critical
2025-12-29 23:00:00,23,0,Accident,Medium
2025-10-10 01:00:00,1,4,Fire,Critical
2025-07-21 04:00:00,4,0,Protest,High
2025-07-13 10:00:00,10,6,Accident,Critical
2025-10-17 02:00:00,2,4,Accident,Medium
2025-05-29 10:00:00,10,3,Fire,Medium
2025-07-17 02:00:00,2,3,Accident,High
2025-08-25 02:00:00,2,0,Protest,High
2025-07-29 03:00:00,3,1,Traffic,Low
2025-04-22 08:00:00,8,1,Protest,Low
2025-10-03 22:00:00,22,4,Fire,Medium
2025-10-03 11:00:00,11,4,Traffic,Low
2025-12-26 20:00:00,20,4,Traffic,Medium
2025-05-08 08:00:00,8,3,Protest,High
2025-07-15 14:00:00,14,1,Weather,Low
2025-03-06 03:00:00,3,3,Traffic,Low
2025-05-19 09:00:00,9,0,Protest,Medium
2025-07-22 16:00:00,16,1,Fire,Critical
2025-08-22 06:00:00,6,4,Traffic,Medium
2025-03-31 06:00:00,6,0,Protest,High
2025-10-07 22:00:00,22,1,Protest,High
2025-01-27 07:00:00,7,0,Accident,High
2025-03-02 05:00:00,5,6,Traffic,Low
2025-07-12 10:00:00,10,5,Traffic,Critical
2025-04-17 21:00:00,21,3,Fire,Critical
2025-03-02 22:00:00,22,6,Accident,High
2025-09-23 02:00:00,2,1,Protest,High
2025-12-30 20:00:00,20,1,Protest,Medium
2025-03-04 13:00:00,13,1,Fire,Medium
2025-05-21 09:00:00,9,2,Accident,High
2025-08-30 16:00:00,16,5,Fire,Medium
2025-12-29 16:00:00,16,0,Accident,Medium
2025-01-26 18:00:00,18,6,Fire,Low
2025-06-06 16:00:00,16,4,Protest,Critical
2025-11-18 21:00:00,21,1,Accident,High
2025-06-01 12:00:00,12,6,Traffic,Low
2025-09-06 11:00:00,11,5,Accident,High
2025-12-17 00:00:00,0,2,Accident,High
2025-07-02 20:00:00,20,2,Weather,High
2025-01-03 02:00:00,2,4,Fire,High
2025-02-24 07:00:00,7,0,Protest,High
2025-03-03 22:00:00,22,0,Accident,Medium
2025-02-22 21:00:00,21,5,Weather,Low
2025-04-10 03:00:00,3,3,Fire,Medium
2025-07-14 06:00:00,6,0,Fire,Low
2025-12-18 08:00:00,8,3,Protest,Medium
2025-04-24 04:00:00,4,3,Traffic,Low
2025-03-02 05:00:00,5,6,Weather,Low
2025-02-10 07:00:00,7,0,Accident,High
2025-01-30 14:00:00,14,3,Traffic,Low
2025-11-11 19:00:00,19,1,Fire,Low
2025-03-04 18:00:00,18,1,Accident,High
2025-10-01 08:00:00,8,2,Fire,Low
2025-04-04 16:00:00,16,4,Protest,High
2025-06-10 20:00:00,20,1,Protest,Low
2025-03-01 02:00:00,2,5,Accident,High
2025-02-10 11:00:00,11,0,Accident,High
2025-03-24 17:00:00,17,0,Fire,Low
2025-10-30 07:00:00,7,3,Protest,High
2025-11-01 12:00:00,12,5,Accident,Critical
2025-09-10 16:00:00,16,2,Fire,Medium
2025-03-14 02:00:00,2,4,Protest,Medium
2025-11-08 11:00:00,11,5,Protest,Low
2025-10-31 00:00:00,0,4,Traffic,Medium
2025-12-12 06:00:00,6,4,Accident,High
2025-02-14 12:00:00,12,4,Protest,Medium
2025-04-22 21:00:00,21,1,Weather,Low
2025-06-07 15:00:00,15,5,Weather,High
2025-04-05 20:00:00,20,5,Protest,High
2025-04-06 02:00:00,2,6,Weather,Low
2025-06-26 07:00:00,7,3,Weather,Medium
2025-04-22 05:00:00,5,1,Protest,Critical
2025-12-20 12:00:00,12,5,Fire,Medium
2025-08-24 07:00:00,7,6,Weather,Low
2025-04-21 11:00:00,11,0,Weather,Low
2025-05-25 00:00:00,0,6,Weather,Low
2025-04-01 13:00:00,13,1,Weather,Low
2025-04-26 08:00:00,8,5,Fire,Critical
2025-03-27 03:00:00,3,3,Traffic,Low
2025-12-02 07:00:00,7,1,Traffic,Medium
2025-03-02 16:00:00,16,6,Traffic,High
2025-12-06 10:00:00,10,5,Weather,Low
2025-03-02 23:00:00,23,6,Fire,Medium
2025-09-12 15:00:00,15,4,Accident,Low
2025-08-10 09:00:00,9,6,Weather,Medium
2025-06-16 07:00:00,7,0,Accident,High
2025-10-29 01:00:00,1,2,Protest,Critical
2025-06-08 04:00:00,4,6,Protest,High
2025-08-15 05:00:00,5,4,Protest,Low
2025-10-20 06:00:00,6,0,Traffic,High
2025-01-04 05:00:00,5,5,Fire,High
2025-11-01 04:00:00,4,5,Traffic,Medium
2025-07-22 17:00:00,17,1,Traffic,Critical
2025-05-11 02:00:00,2,6,Fire,Low
2025-04-12 04:00:00,4,5,Fire,Low
2025-05-11 11:00:00,11,6,Fire,Low
2025-11-11 14:00:00,14,1,Traffic,Low
2025-12-23 21:00:00,21,1,Protest,High
2025-05-10 16:00:00,16,5,Accident,High
2025-01-10 23:00:00,23,4,Accident,High
2025-11-14 01:00:00,1,4,Fire,Critical
2025-06-22 03:00:00,3,6,Weather,Critical
2025-12-31 21:00:00,21,2,Protest,Medium
2025-02-10 11:00:00,11,0,Accident,Medium
2025-10-07 19:00:00,19,1,Accident,Medium
2025-09-03 20:00:00,20,2,Accident,Medium
2025-04-16 22:00:00,22,2,Weather,Low
2025-03-09 01:00:00,1,6,Traffic,Low
2025-12-07 01:00:00,1,6,Accident,High
2025-05-04 01:00:00,1,6,Accident,High
2025-10-09 00:00:00,0,3,Accident,Low
2025-06-21 22:00:00,22,5,Protest,Critical
2025-05-13 11:00:00,11,1,Accident,Medium
2025-10-16 23:00:00,23,3,Fire,High
2025-04-29 11:00:00,11,1,Weather,Low
2025-03-23 06:00:00,6,6,Accident,High
2025-02-23 05:00:00,5,6,Weather,Low
2025-01-21 11:00:00,11,1,Fire,Critical
2025-05-06 19:00:00,19,1,Fire,High
2025-11-30 04:00:00,4,6,Weather,Low
2025-07-02 18:00:00,18,2,Protest,Critical
2025-04-13 08:00:00,8,6,Protest,Medium
2025-05-28 02:00:00,2,2,Weather,Low
2025-07-10 23:00:00,23,3,Weather,Medium
2025-11-01 09:00:00,9,5,Accident,Critical
2025-01-17 20:00:00,20,4,Fire,Medium
2025-06-12 21:00:00,21,3,Fire,Critical
2025-10-10 04:00:00,4,4,Traffic,Low
2025-12-21 04:00:00,4,6,Weather,Low
2025-02-12 19:00:00,19,2,Traffic,Critical
2025-08-26 22:00:00,22,1,Accident,High
2025-03-08 22:00:00,22,5,Accident,Medium
2025-05-27 17:00:00,17,1,Traffic,Critical
2025-10-23 10:00:00,10,3,Fire,Low
2025-03-12 08:00:00,8,2,Protest,Critical
2025-02-01 12:00:00,12,5,Accident,Medium
2025-11-03 07:00:00,7,0,Accident,High
2025-01-09 09:00:00,9,3,Traffic,Critical
2025-01-08 10:00:00,10,2,Traffic,High
2025-01-01 14:00:00,14,2,Weather,Low
2025-05-28 02:00:00,2,2,Weather,Low
2025-03-08 12:00:00,12,5,Weather,Low
2025-02-24 08:00:00,8,0,Accident,Low
2025-08-27 05:00:00,5,2,Weather,Critical
2025-09-21 16:00:00,16,6,Accident,High
2025-09-10 21:00:00,21,2,Protest,High
2025-07-11 16:00:00,16,4,Protest,Low
2025-02-20 08:00:00,8,3,Protest,Critical
2025-11-21 07:00:00,7,4,Fire,Critical
2025-03-08 22:00:00,22,5,Weather,Low
2025-03-27 14:00:00,14,3,Weather,Low
2025-12-17 21:00:00,21,2,Fire,Critical
2025-04-22 15:00:00,15,1,Accident,High
2025-12-08 09:00:00,9,0,Accident,Medium
2025-02-01 23:00:00,23,5,Weather,Low
2025-03-09 11:00:00,11,6,Weather,Low
2025-09-09 07:00:00,7,1,Fire,Medium
2025-08-11 18:00:00,18,0,Accident,High
2025-11-15 16:00:00,16,5,Fire,High
2025-02-17 14:00:00,14,0,Fire,Medium
2025-10-27 16:00:00,16,0,Accident,Medium
2025-11-28 06:00:00,6,4,Traffic,Low
2025-01-10 14:00:00,14,4,Accident,High
2025-09-13 17:00:00,17,5,Accident,Low
2025-06-21 05:00:00,5,5,Weather,Medium
2025-11-08 05:00:00,5,5,Traffic,Low
2025-07-04 03:00:00,3,4,Fire,High
2025-10-22 00:00:00,0,2,Protest,Low
2025-04-23 00:00:00,0,2,Traffic,Low
2025-03-12 20:00:00,20,2,Traffic,Medium
2025-01-24 18:00:00,18,4,Weather,Low
2025-07-02 15:00:00,15,2,Weather,Low
2025-01-16 17:00:00,17,3,Fire,High
2025-11-28 15:00:00,15,4,Protest,High
2025-12-30 04:00:00,4,1,Accident,High
2025-01-15 08:00:00,8,2,Weather,Low
2025-04-21 12:00:00,12,0,Accident,High
2025-05-16 22:00:00,22,4,Weather,Low
2025-08-05 14:00:00,14,1,Weather,Low
2025-03-10 20:00:00,20,0,Weather,Low
2025-04-25 21:00:00,21,4,Fire,High
2025-05-06 16:00:00,16,1,Traffic,Low
2025-07-17 18:00:00,18,3,Traffic,High
2025-03-17 06:00:00,6,0,Protest,Critical
2025-09-09 05:00:00,5,1,Accident,Medium
2025-01-20 19:00:00,19,0,Traffic,High
2025-07-07 19:00:00,19,0,Weather,Low
2025-12-06 00:00:00,0,5,Accident,Critical
2025-01-01 05:00:00,5,2,Accident,Medium
2025-05-29 10:00:00,10,3,Protest,Medium
2025-11-10 03:00:00,3,0,Weather,Low
2025-07-26 10:00:00,10,5,Protest,High
2025-02-04 19:00:00,19,1,Protest,Low
2025-03-10 06:00:00,6,0,Weather,Low
2025-05-26 18:00:00,18,0,Protest,High
2025-10-26 11:00:00,11,6,Accident,Low
2025-08-26 18:00:00,18,1,Fire,Medium
2025-04-19 22:00:00,22,5,Weather,Low
2025-09-10 20:00:00,20,2,Fire,Low
2025-01-13 08:00:00,8,0,Accident,Medium
2025-02-09 15:00:00,15,6,Weather,Low
2025-09-02 06:00:00,6,1,Accident,Critical
2025-03-06 23:00:00,23,3,Weather,Low
2025-02-13 20:00:00,20,3,Weather,Low
2025-10-16 05:00:00,5,3,Protest,Critical
2025-06-20 15:00:00,15,4,Fire,Low
2025-03-02 10:00:00,10,6,Fire,Critical
2025-09-24 03:00:00,3,2,Fire,High
2025-01-05 02:00:00,2,6,Fire,Critical
2025-09-15 08:00:00,8,0,Fire,High
2025-01-26 03:00:00,3,6,Accident,High
2025-05-02 22:00:00,22,4,Traffic,Medium
2025-02-25 11:00:00,11,1,Protest,High
2025-03-19 06:00:00,6,2,Weather,Low
2025-05-11 02:00:00,2,6,Weather,Low
2025-05-29 01:00:00,1,3,Accident,Low
2025-03-25 08:00:00,8,1,Traffic,Medium
2025-07-02 11:00:00,11,2,Weather,High
2025-05-04 14:00:00,14,6,Protest,Low
2025-12-23 04:00:00,4,1,Fire,Low
2025-05-09 15:00:00,15,4,Accident,Medium
2025-04-05 07:00:00,7,5,Protest,Medium
2025-08-10 00:00:00,0,6,Weather,High
2025-01-28 11:00:00,11,1,Accident,Medium
2025-01-28 05:00:00,5,1,Protest,High
2026-01-01 04:00:00,4,3,Protest,High
2025-08-13 19:00:00,19,2,Protest,High
2025-05-24 00:00:00,0,5,Fire,Critical
2025-02-06 12:00:00,12,3,Traffic,Low
2025-04-20 11:00:00,11,6,Accident,High
2025-07-11 03:00:00,3,4,Fire,Medium
2025-04-30 22:00:00,22,2,Weather,Low
2025-08-19 16:00:00,16,1,Fire,Medium
2025-05-27 08:00:00,8,1,Traffic,High
2025-02-01 13:00:00,13,5,Protest,Medium
2025-03-27 13:00:00,13,3,Protest,Medium
2025-01-01 02:00:00,2,2,Accident,Low
2025-02-06 01:00:00,1,3,Accident,High
2025-08-03 01:00:00,1,6,Fire,Critical
2025-11-24 05:00:00,5,0,Fire,High
2025-12-07 01:00:00,1,6,Fire,Medium
2025-09-29 21:00:00,21,0,Traffic,Medium
2025-12-14 21:00:00,21,6,Traffic,Medium
2025-02-27 21:00:00,21,3,Traffic,Low
2025-10-27 06:00:00,6,0,Fire,Critical
2025-03-11 05:00:00,5,1,Protest,Critical
2025-10-15 21:00:00,21,2,Traffic,Low
2025-05-03 00:00:00,0,5,Accident,Medium
2025-11-28 07:00:00,7,4,Traffic,Low
2025-07-15 15:00:00,15,1,Fire,Low
2025-09-23 18:00:00,18,1,Traffic,Medium
2025-10-24 22:00:00,22,4,Traffic,Low
2025-03-29 19:00:00,19,5,Accident,Critical
2025-02-08 18:00:00,18,5,Accident,Low
2025-10-05 19:00:00,19,6,Accident,High
2025-02-25 14:00:00,14,1,Traffic,Medium
2025-02-20 18:00:00,18,3,Weather,Low
2025-02-06 16:00:00,16,3,Traffic,Low
2025-03-03 03:00:00,3,0,Traffic,Low
2025-05-09 14:00:00,14,4,Weather,Low
2025-04-30 05:00:00,5,2,Weather,Low
2025-09-16 21:00:00,21,1,Traffic,Low
2025-04-30 12:00:00,12,2,Accident,Low
2025-01-27 16:00:00,16,0,Fire,Critical
2025-05-08 01:00:00,1,3,Accident,Medium
2025-04-06 22:00:00,22,6,Traffic,Low
2025-06-14 02:00:00,2,5,Accident,High
2025-10-18 18:00:00,18,5,Traffic,Medium
2025-05-22 15:00:00,15,3,Weather,Low
2025-02-15 06:00:00,6,5,Protest,Critical
2025-06-01 00:00:00,0,6,Traffic,High
2025-09-21 11:00:00,11,6,Accident,Low
2025-07-27 11:00:00,11,6,Protest,High
2025-10-13 03:00:00,3,0,Weather,Low
2025-01-28 15:00:00,15,1,Protest,Medium
